book,문단식별자,문장식별자,원문,번역문,marker,llm_judgment,marker_type,analysis_level
자치통감강목20,1236,1979,今藉其屢奔하여 人情未固하니 正當共出百死하여 决力取之어늘 無故停留하니 時事去矣로다,"지금 저들이 여러 차례 도망친 덕에 사람들의 마음이 굳건하지 않으니, 바로 함께 나아가 백 번이라도 죽음을 무릅쓰고 온 힘을 다해 빼앗아야 하는데, 아무런 까닭 없이 머물러 있으니, 제때에 해야 할 일을 놓치게 된다.”라고 하였으나,",로다,True,로다,Level1
자치통감강목20,1295,2063,帝旣不能自克하고 朱异又諂以成之하니 悲夫로다,"황제(소연(蕭衍))가 이미 사심을 이겨내지 못하였고, 주이(朱异)가 또 아첨하여 일을 조성하였으니, 슬프도다.",로다,True,로다,Level1
자치통감강목20,1397,2227,景謂神茂曰 事不諧矣로다,"후경이 유신무(劉神茂)에게 말하기를 “일이 성공하지 못하겠소.”라고 하니,",로다,False,로다,Level1
자치통감강목20,1452,2298,岐謂人曰 朱彦和將死矣로다,부기가 사람들에게 말하기를 “주언화(朱彦和)(주이(朱异))는 곧 죽을 것이오.,로다,False,로다,Level1
자치통감강목20,1568,2458,二者皆失之하니 然則非景與正德能亡梁也라 乃朱异亡之耳로다,"그런데 두 가지를 모두 그르쳤으니, 그렇다면 후경과 소정덕이 양나라를 멸망시킨 것이 아니라, 바로 주이가 멸망시킨 것이다.”",로다,False,로다,Level1
자치통감강목2,136,333,孝文莊襄二王之死는 蓋皆不韋之所爲也로다,“효문왕(孝文王)과 장양왕(莊襄王) 두 왕의 죽음은 아마도 모두 여불위(呂不韋)가 한 짓일 것이다.”,로다,False,로다,Level1
자치통감강목2,188,473,秦兵이 去陳百六十里니 臣이 見秦楚之日鬪也로다,"그러면 진(秦)나라 군대가 진(陳)(초(楚)나라 수도)과 떨어져 있는 거리가 160리이니, 신이 진(秦)나라와 초(楚)나라가 날마다 싸우는 것을 보게 될 것입니다.” 하였다.",로다,False,로다,Level1
자치통감강목2,232,595,棄黔首以資敵國하며 却賓客以業諸侯하니 此所謂藉寇兵而齎盜糧者也로다,"백성을 버림으로써 적국을 도와주고 빈객을 쫓음으로써 제후를 성공시키니, 이것이 이른바 적에게 병기를 빌려주고 도둑에게 양식을 들려 보낸다는 것입니다.",로다,True,로다,Level1
자치통감강목2,308,754,丹이 不忍也하노라 軻乃私見於期曰 秦王遇將軍이 可謂深矣로다,내가 차마 죽일 수 없습니다.” 하였다. 형가가 이에 홀로 번오기를 만나 말하기를 “진(秦)나라 왕의 장군에 대한 처사는 악독하다고 할 만합니다.,로다,False,로다,Level1
자치통감강목2,325,807,王曰 將軍이 老矣로다,왕이 말하기를 “장군이 늙었도다.,로다,False,로다,Level1
자치통감강목2,341,851,對曰 方投石超距라하야늘 翦이 曰 可矣로다,"“지금 투석(投石)과 도약(跳躍)을 훈련합니다.”라고 대답하니, 왕전이  “출동할 만하다.”라고 하였다.",로다,False,로다,Level1
자치통감강목2,543,1437,斯亦足稱也로다,이 점은 역시 칭찬할 만하다.”,로다,True,로다,Level1
자치통감강목2,631,1692,養卒이 笑曰 君未知此兩人所欲也로다,"시양졸이 웃으면서 말하기를, “당신께서는 이 두 사람이 하고자 하는 바를 잘 모르고 있습니다.",로다,False,로다,Level1
자치통감강목2,769,2103,今不恤士卒하고 而徇其私하니 非社稷之臣也로다,"그런데도 지금 사졸들은 돌보지 않고 사사로움만을 따르고 있으니, 사직의 신하가 아니다.”라고 하였다.",로다,False,로다,Level1
자치통감강목2,908,2470,羽는 受璧하고 增은 拔劒撞破玉斗曰 唉라 豎子는 不足與謀이로다,"항우는 백벽(白璧)을 받았지만, 범증은 칼을 빼서 옥두를 쳐서 깨트리고는 “에이, 애송이와는 일을 도모할 수가 없구나!",로다,False,로다,Level1
자치통감강목2,912,2480,韓生이 退曰 人言楚人은 沐猴而冠이라하더니 果然이로다,"한생이 물러나와서 말하기를 “사람들이 초(楚)나라 사람은 원숭이에게 관을 씌운 꼴이라고 말하더니, 정말 그렇구나.”라고 하였다.",로다,False,로다,Level1
자치통감강목2,1010,2657,王이 復罵曰 諸將亡者以十數로대 公無所追러니 追信은 詐也로다,왕이 다시 꾸짖으며 “도망한 여러 장수들이 수십 명이로되 공이 따라간 경우가 없거늘 한신을 쫓아갔다고 하니 거짓말이로다.”라고 하였다.,로다,False,로다,Level1
자치통감강목2,1088,2853,嗚呼危哉로다,아아 위태로웠도다.”,로다,True,로다,Level1
자치통감강목2,1107,2893,曰 不能當曹參이니 吾無患矣로다,"왕이 “조참을 당해낼 수 없을 것이니, 내가 근심이 없도다.”라고 하였다.",로다,False,로다,Level1
자치통감강목2,1211,3196,王이 乃捫足曰 虜中吾指로다,그러자 왕이 발을 문지르며 말하기를 “저 종놈이 내 발가락을 맞추는구나.”라고 하였다.,로다,False,로다,Level1
자치통감강목2,1259,3307,張良이 才識이 高遠하야 有儒者氣象이로되 而亦以此로 說漢王하니 則其不義甚矣로다,"“장량(張良)은 재주와 식견이 뛰어나고 높아서 유자(儒者)의 기상이 있었는데, 또한 이런 말로 한왕(漢王)을 설득하였으니 그 불의한 것이 매우 심하다.”",로다,False,로다,Level1
자치통감강목20,31,49,至是하여 榮이 得勝大喜曰 得卿兄弟하니 天下는 不足平也로다,"이때에 이르러 이주영이 하발승을 얻고 크게 기뻐하기를 “경(卿)의 형제(兄弟)를 얻었으니 천하는 평정할 거리도 못 된다.”라고 하고,",로다,True,로다,Level1
자치통감강목20,86,145,爲人上而觀此면 亦可省己而修德矣로다,윗사람이 되어 이것을 본다면 또한 자기를 살펴서 덕을 닦을 수 있을 것이다.”,로다,False,로다,Level1
자치통감강목20,116,189,忠且無私라 可謂君子矣로다,충성스럽고 또 사사로움이 없으므로 군자(君子)라고 말할 만하다.”,로다,False,로다,Level1
자치통감강목20,195,335,然則非爾朱榮髙歡이 能爲魏毒也라 魏自亡爾로다,"그렇다면 이주영(爾朱榮)과 고환(高歡)이 북위의 해독을 만든 것이 아니라, 북위가 스스로 망했을 뿐이다.”",로다,False,로다,Level1
시경집전(상),1304,3007,一日不見이 如三月兮로다,하루동안 보지 못함이 석 달과도 같도다,로다,True,로다,Level1
시경집전(상),1307,3012,揚之水여 不流束楚로다,느릿느릿 흐르는 물이여 묶어놓은 나뭇단도 떠내려보내지 못하도다,로다,True,로다,Level1
시경집전(상),1312,3023,揚之水여 不流束薪이로다,느릿느릿 흐르는 물이여 묶어놓은 나무섶도 흘려보내지 못하도다,로다,True,로다,Level1
시경집전(상),1317,3028,出其東門호니 有女如雲이로다,동문(東門)을 나가니 여자들이 구름처럼 많도다,로다,True,로다,Level1
시경집전(상),1318,3029,雖則如雲이나 匪我思存이로다,비록 구름처럼 많으나 내 마음 그들에게 있지 않도다,로다,True,로다,Level1
시경집전(상),1319,3030,縞衣綦巾이여 聊樂我員이로다,흰 옷에 쑥색 수건을 쓴 여인(女人)이여 그런대로 나를 즐겁게 하도다,로다,True,로다,Level1
시경집전(상),1321,3037,是時에 淫風大行이로되 而其間에 乃有如此之人하니 亦可謂能自好而不爲習俗所移矣로다,"이때에 음풍(淫風)이 크게 유행하였는데도 그 사이에 마침내 이와 같은 사람이 있었으니, 또한 스스로 지조를 아껴서 습속(習俗)에 변화되지 않았다고 이를 만하다.",로다,True,로다,Level1
시경집전(상),1322,3039,出基闉闍호니 有女如茶로다,인도(闉闍)를 나가니 여자들이 삘기처럼 아름답도다,로다,True,로다,Level1
시경집전(상),1323,3040,雖則如茶나 匪我思且로다,비록 삘기처럼 아름다우나 내 마음에 생각하는 사람이 아니로다,로다,True,로다,Level1
시경집전(상),1324,3041,縞衣茹藘여 聊可與娛로다,흰 옷에 붉은 수건을 쓴 여인(女人)이여 그런대로 더불어 즐길 만하도다,로다,True,로다,Level1
시경집전(상),1327,3050,野有蔓草호니 零露溥兮로다,들에 만초(蔓草)가 있으니 내린 이슬이 흠뻑 맺혀 있도다,로다,True,로다,Level1
시경집전(상),1328,3051,有美一人이여 淸揚婉兮로다,아름다운 한 사람이여 청양(淸揚)이 예쁘기도 하도다,로다,True,로다,Level1
시경집전(상),1329,3052,邂逅相遇호니 適我願兮로다,우연히 서로 만나니 나의 소원에 맞도다,로다,True,로다,Level1
시경집전(상),1332,3062,野有蔓草하니 零露瀼瀼이로다,들에 만초(蔓草)가 있으니 내린 이슬이 많고 많도다,로다,True,로다,Level1
시경집전(상),1333,3063,有美一人이여 婉如淸揚이로다,아름다운 한 사람이여 예쁘기도 한 청양(淸揚)이로다,로다,True,로다,Level1
시경집전(상),1334,3064,邂逅相遇호니 與子偕臧이로다,우연히 서로만나니 그대와 함께 모두 좋도다,로다,True,로다,Level1
시경집전(상),1338,3072,士與女 方秉蕳兮로다,남자와 여자가 막 난초를 잡고 있도다,로다,True,로다,Level1
시경집전(상),1339,3073,女曰觀乎인저 士曰旣且로다,여자가 “구경가자”고 하자 남자가 “이미 하였노라” 하도다,로다,True,로다,Level1
시경집전(상),1341,3075,維士與女 伊其相謔하여 贈之以勺藥이로다,남자와 여자가 서로 희학을 하면서 작약(勺藥)을 선물하도다,로다,True,로다,Level1
시경집전(상),1345,3088,士與女 殷其盈矣로다,남자와 여자가 많이 모여 꽉찼도다,로다,False,로다,Level1
자치통감강목18,888,2915,沖曰 任城可謂忠於社稷이로다,이충(李沖)이 말하기를 “임성왕은 사직(社稷)에 충성한다고 말할 만하다.”라고 하였다.,로다,False,로다,Level1
자치통감강목19,25,42,故此别示하노니 想無致怪로다,"그러므로 이를 특별히 그대들에게 유시(諭示)하노니, 그대들이 매우 이상하게 여기지 않을 것이라 생각한다.",로다,False,로다,Level1
자치통감강목19,32,50,是는 以不信之令으로 誘之하여 使陷於死地하니 刑政之失이 無此爲大焉이로다,"이것은 믿지 못할 명령으로 그들을 유혹하여 죽을 곳으로 빠지게 하였으니, 형정(刑政)의 잘못이 이보다 더 큰 것이 없다.”",로다,False,로다,Level1
자치통감강목19,62,86,顯宗이 至新野어늘 魏主가 謂曰 卿이 破賊斬將하니 殊益軍勢로다,"한현종이 신야에 도착하였는데, 위주(魏主)가 말하기를 “경(卿)이 적들을 격파하고 비장의 목을 베었으니, 우리 군대의 사기를 매우 고양하였소.",로다,True,로다,Level1
자치통감강목19,115,165,魏主가 覽表하고 歎悵久之라가 曰 道固가 可謂溢矣요 而僕射도 亦爲滿也로다,"위주(魏主)가 표문(表文)를 보고 오랫동안 탄식하다가 말하기를 “도고(道固)(이표)는 넘친다고 말할 수 있고, 복야(僕射)(이충)도 또한 가득 찼구나.”라고 하였다.",로다,True,로다,Level1
자치통감강목19,144,220,計汝父子가 惟有走耳로다,생각건대 너희 부자는 오직 달아나는 것만 있을 뿐이다.”라고 하였다.,로다,False,로다,Level1
자치통감강목19,147,225,中書가 疑朓官未及讓한대 祭酒沈約이 曰 近世小官不讓이 遂成恒俗이어늘 謝今所讓이 又别有意로다,중서성(中書省)의 관원이 사조의 이부랑의 관품이 사양할 만큼 높지 않다고 의심하자 좨주(祭酒) 심약(沈約)이 말하기를 “근세에 작은 관직은 사양하지 않는 것이 마침내 풍속을 이루었는데 사조가 지금 사양한 것에는 또 다른 뜻이 있구나.,로다,False,로다,Level1
자치통감강목19,215,326,咸陽王禧가 至하여 謂勰曰 汝此行이 不唯勤勞라 亦實危險이로다,"함양왕(咸陽王) 원희(元禧)가 〈노양(魯陽)에〉 도착하여 원협에게 말하기를 “너의 이런 행동이 힘껏 수고로웠을 뿐만 아니라 또한 실제로 위험한 일이었다.”라고 하니,",로다,False,로다,Level1
자치통감강목19,236,357,劉暄이 嘗爲寶玄郢州行事한대 執事過刻하니 寶玄이 恚曰 舅殊無渭陽情이로다,"유훤(劉暄)이 일찍이 소보현의 영주행사(郢州行事)가 되어 일을 처리하였는데, 일을 행함이 지나치게 각박하니, 소보현이 화를 내며 말하기를 “외삼촌은 매우 위양(渭陽)의 정(情)이 없습니다.”라고 하였다.",로다,False,로다,Level1
자치통감강목19,401,604,烈頭는 可得이나 羽林은 不可得이로다,내 머리는 얻을 수 있어도 우림군은 얻을 수 없다.”라고 하였다.,로다,False,로다,Level1
자치통감강목19,431,644,莫若請救於魏이로다,차라리 북위(北魏)에게 구원병을 요청하느니만 못하다.”라고 하였다.,로다,False,로다,Level1
자치통감강목19,551,800,昻復書曰 一餐微施도 尙復投隕커든 況食人之祿하여 而頓忘一旦이면 非惟物議不可라 亦恐明公鄙之니 所以躊躇하여 未遑薦璧이로다,"원앙이 답서를 보내기를 “한 끼 음식의 작은 베풂도 목숨으로 보답할 일인데 하물며 다른 사람의 녹(祿)을 얻어먹으면서 하루아침에 그 은혜를 내팽개친다면 뭇사람들이 옳지 않다고 여길 뿐만 아니라 또한 명공(明公)께서도 비루하게 볼까 염려되니, 이 때문에 주저하며 벽옥(璧玉)을 바쳐 항복할 겨를이 없는 것입니다.”라고 하였다.",로다,False,로다,Level1
자치통감강목19,559,812,我義不降이로다,난 의리상 항복할 수 없다.”라고 하였다.,로다,False,로다,Level1
자치통감강목19,577,841,約擧手向左한대 雲笑曰 不乖所望이로다,"심약이 손을 들어서 왼쪽을 향하였는데, 범운이 웃으며 말하기를 “내 바람을 어기지 않았구려.”라고 하였다.",로다,False,로다,Level1
자치통감강목19,771,1092,英深賞之曰 觀此經筭하니 雖有金城湯池나 不能守矣로다,"원영이 몹시 칭찬하며 말하기를 “여기에 기록된 전략을 보니, 비록 〈양(梁)나라에〉 금성탕지(金城湯池)가 있다고 하더라도 지킬 수 없었을 것이다.”라고 하였다.",로다,False,로다,Level1
자치통감강목19,916,1281,昌義之怒하여 須髪盡磔曰 呂僧珍可斬也로다,창의지(昌義之)는 화가 나서 수염과 머리카락이 모두 뻣뻣해져 말하기를 “여승진의 목을 베어야 합니다.,로다,False,로다,Level1
자치통감강목19,940,1325,若孤軍獨往이면 必至狼狽리니 今破賊必矣로다,"만약 고립된 군대로 홀로 갔다면 반드시 낭패를 당했을 것이니, 지금에는 틀림없이 도적을 격파할 것이다.”라고 하였다.",로다,False,로다,Level1
자치통감강목19,987,1383,崇謂琛曰 長史後必爲刺史니 不知得上佐何如人耳로다,"이숭이 신침에게 말하기를 “장사(長史)(신침)는 뒤에 반드시 자사(刺史)가 될 터인데, 어떤 상좌(上佐)(장사(長史))를 얻을지 모르겠소.”라고 하였다.",로다,False,로다,Level1
자치통감강목19,1867,2520,不從하고 詔分處之於冀定瀛三州하여 就食한대 深이 謂纂曰 此輩復爲乞活矣로다,"북위 조정에서 따르지 않고 조서를 내려 기주(冀州)ㆍ정주(定州)ㆍ영주(瀛州) 3주(州)에 나누어 살게 하고 나아가 생활을 하게 하자, 원심이 원찬에게 말하기를 “이 사람들은 다시 걸활(乞活)(유민(流民))이 될 것입니다.”라고 하였다.",로다,False,로다,Level1
자치통감강목2,124,303,今縮高辭大位以全父子之義어늘 而君曰 必生致之라하니 是는 使我負襄王之詔而廢太府之憲也로다,"지금 축고가 큰 벼슬을 사양하고 부자(父子)의 의리를 온전하게 하였는데, 그대가 반드시 산 채로 보내라고 하니, 이것은 나로 하여금 양왕(襄王)의 조령(詔令)을 저버리고 태부(太府)의 법령(法令)을 폐하게 하는 것이다.” 하였다.",로다,False,로다,Level1
시경집전(상),1159,2692,叔于田하니 乘乘黃이로다,숙(叔)이 사냥을 나가니 네 마리 황마(黃馬)를 탔도다,로다,True,로다,Level1
시경집전(상),1160,2693,兩服上襄이요 兩驂雁行이로다,두 마리 복마(服馬)는 가장 좋은 말이요 두 마리 참마(驂馬)는 기러기처럼 뒤따라 가도다,로다,True,로다,Level1
시경집전(상),1161,2694,叔在藪하니 火烈具揚이로다,숙(叔)이 수풀에 있으니 불이 타오름에 일제히 일어나도다,로다,True,로다,Level1
시경집전(상),1163,2696,抑磬控忌며 抑縱送忌로다,말을 달리고 경마를 잡히며 오늬를 놓아 활을 쏘고 활고자를 덮도다,로다,True,로다,Level1
시경집전(상),1165,2706,叔于田하니 乘乘鴇로다,숙(叔)이 사냥을 나가니 네 마리 오추말을 탔도다,로다,False,로다,Level1
시경집전(상),1166,2707,兩服齊首요 兩驂如手로다,두 마리 복마(服馬)는 머리를 나란히 하고 두마리 참마(驂馬)는 손처럼 조금 뒤에 있도다,로다,True,로다,Level1
시경집전(상),1167,2708,叔在藪하니 火烈具阜로다,숙(叔)이 수풀에 있으니 불이 타오름에 모두 성하도다,로다,True,로다,Level1
시경집전(상),1169,2710,抑釋掤忌며 抑鬯弓忌로다,화살통 뚜껑을 풀어 놓으며 활을 활집에 넣도다,로다,True,로다,Level1
시경집전(상),1173,2726,淸人在彭하니 駟介旁旁이로다,청읍(淸邑) 사람이 팽(彭)땅에 있으니 네 마리 갑옷 입힌 말들이 달려가도다,로다,True,로다,Level1
시경집전(상),1174,2727,二矛重英로 河上乎翺翔이로다,두 자루 창에 중첩된 창 꾸밈으로 하수(河水) 위에서 고상(翺翔)하도다,로다,True,로다,Level1
시경집전(상),1177,2739,淸人在消하니 駟介麃麃로다,청읍(淸邑) 사람이 소(消)땅에 있으니 네 마리 갑옷 입힌 말이 굳세고 굳세도다,로다,True,로다,Level1
시경집전(상),1178,2740,二矛重喬로 河上乎逍遙로다,두 자루 창에 중첩된 창갈고리로 하수(河水)가에서 소요(逍遙)하도다,로다,True,로다,Level1
시경집전(상),1180,2746,淸人在軸하니 駟介陶陶로다,청읍(淸邑) 사람이 추(軸)땅이 있으니 네 마리 갑옷 입힌 말이 유유자적하도다,로다,True,로다,Level1
시경집전(상),1181,2747,左旋右抽어늘 中軍作好로다,왼쪽 사람은 수레를 돌리며 오른쪽 사람은 칼을 뽑거늘 중군(中軍)은 아름답게 있도다,로다,True,로다,Level1
시경집전(상),1185,2765,春秋에 書曰鄭棄其師라하니 其責之深矣로다,"≪춘추(春秋)≫에 “정(鄭)나라가 그 군대를 버렸다.”고 썼으니, 그 꾸짖음이 깊도다.”",로다,False,로다,Level1
시경집전(상),1187,2771,羔裘如濡하니 洵直且侯로다,염소 갖옷이 촉촉히 젖은 듯하니 진실로 순하고 또 아름답도다,로다,True,로다,Level1
시경집전(상),1188,2772,彼其之子여 舍命不渝로다,저 그 사람이여 명(命)에 처하여 변치 않도다,로다,True,로다,Level1
시경집전(상),1191,2781,羔裘豹飾이로소니 孔武有力이로다,염소 갖옷에 표범 가죽으로 선을 둘렀으니 심히 굳세고 힘이 있도다,로다,True,로다,Level1
시경집전(상),1192,2782,彼其之子여 邦之司直이로다,저 그 사람이여 나라의 사직(司直)이로다,로다,False,로다,Level1
시경집전(상),1194,2789,羔裘晏兮요 三英粲兮로다,염소 갖옷이 곱고 성하고 삼영(三英)이 찬란하도다,로다,True,로다,Level1
시경집전(상),1075,2511,言綿綿葛藟는 則在河之滸矣어늘 今乃終遠兄弟하여 而謂他人爲己父로다,"말하기를 “면면(綿綿)한 칡덩쿨은 하수(河水)의 물가에 있거늘, 나는 지금 마침내 형제(兄弟)를 멀리하여 타인을 나의 아버지라고 이른다.",로다,True,로다,Level1
시경집전(상),1076,2513,綿綿葛藟여 在河之涘로다,면면(綿綿)한 칡덩쿨이여 하수(河水)의 가에있도다,로다,False,로다,Level1
시경집전(상),1078,2515,謂他人母나 亦莫我有로다,타인을 어머니라 이르나 또한 나를 기억해주지 않도다,로다,True,로다,Level1
시경집전(상),1080,2520,綿綿葛藟여 在河之漘이로다,면면(綿綿)한 칡덩쿨이여 하수(河水)의 물가에 있도다,로다,False,로다,Level1
시경집전(상),1082,2522,謂他人昆이나 亦莫我聞이로다,타인을 형이라 이르나 또한 나에게 소식을 알리지 않도다,로다,True,로다,Level1
시경집전(상),1085,2529,彼采葛兮여 一日不見이 如三月兮로다,저 칡을 채취함이여 하루동안 보지 못함이 삼월(三月)과 같도다,로다,True,로다,Level1
