book,문단식별자,문장식별자,원문,번역문,marker,llm_judgment,marker_type,analysis_level
당송팔대가문초소철2,305,1638,至於堯舜三代之君하여는 皆因其所闕而時補之니라,요순(堯舜)과 삼대(三代)(하(夏)․상(商)․주(周))의 임금에 이르러서는 모두 그 당시 사회의 궐실(闕失)된 것에 따라 그때그때 보완하였다.,니라,True,니라,Level2
맹자집주,849,3034,詩云 殷鑑不遠하여 在夏后之世라하니 此之謂也니라,"≪시경(詩經)≫에 이르기를 ‘은(殷)나라의 거울이 멀리 있지 않아, 하후(夏后)의 세대에 있다.’ 하였으니, 이것을 말한 것이다.”",니라,True,니라,Level2
서경집전(상),194,1386,冀州之土 豈皆白壤이리오마는 云然者는 土會之法이 從其多者論也니라,“기주(冀州)의 땅이 어찌 다 백양(白壤)이겠는가마는 이렇게 말한 것은 토회(土會)의 법(法)은 그 많은 것을 따라 논하기 때문이다.”,니라,False,니라,Level2
당송팔대가문초소순1,47,323,雖然이나 此特洵之所見耳요 天下之大則又可知矣니라,비록 그러하오나 이는 다만 제가 본 것일 따름으로 천하의 큰 것을 또한 알 수 있습니다.,니라,False,니라,Level2
당송팔대가문초증공1,195,1155,繇漢以下變故之密을 蓋不可勝道也니라,한(漢)나라 이후 사변이 빈번하게 일어난 일은 이루 다 말할 수 없을 정도이다.,니라,False,니라,Level2
당송팔대가문초소철3,253,1384,予聞哭之失聲하고 恨其不用吾言이니라,나는 〈그 소식을〉 듣고 곡(哭)하다가 실성하고 그가 내 말을 듣지 않은 것을 한하였다.,니라,True,니라,Level2
당송팔대가문초소철2,335,1834,是以로 中國之士는 常不得解甲而息也니라,그러므로 중국의 군사들은 항상 갑옷을 벗고 쉴 수가 없다.,니라,True,니라,Level2
자치통감강목6,1041,2311,宣이 居國數年에 薨하니라,팽선은 봉국에 거주한 지 몇 년 만에 훙(薨)하였다.,니라,True,니라,Level2
당송팔대가문초소순1,232,1503,故로 兵法曰 辭卑者면 進也요 辭彊者면 退也라하니라,"그러므로 병법(兵法)에 “상대가 하는 말이 비굴하면 진격(進擊)을 하려는 것이고, 상대가 하는 말이 강경하면 퇴각(退却)하려는 것이다.”라고 하였다.",니라,True,니라,Level2
서경집전(하),74,298,上言夫子勖哉하고 此言勖哉夫子者는 反覆成文하여 以致其丁寧勸勉之意니 下倣此하니라,"위에서는 ‘부자욱재(夫子勖哉)’라 말하고 여기서는 ‘욱재부자(勖哉夫子)’라고 말한 것은 반복하여 글을 이루어서 정녕(丁寧)하고 권면(勸勉)하는 뜻을 지극히 한 것이니, 하문(下文)도 이와 같다.",니라,True,니라,Level2
맹자집주,1043,3558,是以로 擴而充之면 則無所不知하고 無所不能하여 而極其大也니라,"그러므로 이것을 확충하면, 모르는 바가 없고 능하지 못한 바가 없어 그 큼을 다할 수 있는 것이다.",니라,True,니라,Level2
당송팔대가문초유종원1,220,1436,名之以其能이라 故謂之染溪라하니라,그 기능을 가지고 이름을 지었기 때문에 염계(染溪)라 한다.” 하였다.,니라,True,니라,Level2
당송팔대가문초소철2,148,845,然이나 聖公乘王莽之敗하여 擁衆入關한대 君臣貪暴하여 不改盜賊之舊하니 敗亡之勢를 匹夫匹婦 皆知之矣니라,"그러나 성공(聖公)(유현(劉玄)의 자(字))은 왕망(王莽)이 패멸한 기회를 틈타서 군중을 거느리고 관중(關中)에 들어갔는데, 임금과 신하가 탐포(貪暴)하여 도적(盜賊)의 구습을 고치지 않았으니, 패망(敗亡)할 줄을 필부(匹夫)와 필부(匹婦) 같은 일반인들도 모두 알고 있었다.",니라,True,니라,Level2
자치통감강목8,411,605,歲給二千萬이면 足矣라하니라,해마다 2천만 전(錢)을 주면 충분하다.” 하였다.,니라,True,니라,Level2
당송팔대가문초소철2,10,41,物之所以去人에 分裂四出而不可禁者는 物重而人輕也니라,외물이 사람의 곁을 떠나갈 때 분열하여 사방으로 나가는 것을 금할 수 없는 것은 외물의 존재가치가 무겁고 사람의 존재가치가 가볍기 때문이다.,니라,True,니라,Level2
당송팔대가문초소식5,106,353,古來로 豪儁(俊)所被橫口之汚衊者多어늘 長公이 此一番洗刷하니 絶是니라,"예로부터 호걸들이 속인(俗人)들의 멋대로 놀리는 입(말)에 의해 더럽혀짐을 당한 경우가 많은데, 장공(長公)이 여기서 한 번 깨끗이 씻었으니, 참으로 옳다.",니라,True,니라,Level2
서경집전(상),57,451,崇山은 南裔之山이니 在今澧州하니라,"숭산(崇山)은 남예(南裔)의 산이니, 지금의 예주(澧州)에 있었다.",니라,True,니라,Level2
맹자집주,1506,5071,今有場師舍其梧檟하고 養其樲棘하면 則爲賤場師焉이니라,지금 장사(場師)가 오동(梧桐)나무와 가(檟)나무를 버리고 가시나무를 기른다면 값어치 없는 장사(場師)가 되는 것이다.,니라,True,니라,Level2
논어집주,1178,3905,文猶質也며 質猶文也니 虎豹之鞹이 猶犬羊之鞹이니라,"문(文)이 질(質)과 같으며, 질(質)이 문(文)과 같은 것이니, 호표(虎豹)의 털 없는 가죽이 견양(犬羊)의 털 없는 가죽과 같은 것이다.”",니라,True,니라,Level2
예기집설대전2,979,1413,方面之數는 各視生時重霤니라,사방 면의 수는 각각 생시(生時)의 중류 수에 견준다.,니라,True,니라,Level2
당송팔대가문초한유3,333,1879,職事修하고 人俗化하야 嘉禾生하고 白鵲集하며 蒼烏來巢하고 嘉瓜同蔕聯實하니라,"그러자 각관(各官)의 직무(職務)가 다스려지고 민간의 풍속이 변화하여, 가화(嘉禾)가 생기고 흰 까치가 모여왔으며, 창오(蒼烏)가 와서 둥지를 틀고 한 꼭지에 여러 개의 외가 달렸다.",니라,True,니라,Level2
시경집전(하),1628,3626,伐崇事는 見皇矣篇하니라,숭(崇)을 정벌한 일은 ˂황의편(皇矣篇)˃에 보인다.,니라,True,니라,Level2
당송팔대가문초소철2,314,1722,以今之時는 天子仁恕하고 士大夫好善하며 天下之風俗이 不至於朋黨亂正하여 誣罔君子也니라,"지금과 같은 때는 천자(天子)는 인자하면서 너그럽고 사대부(士大夫)는 선(善)을 좋아하며, 천하의 풍속은 붕당(朋黨)이 정(正)을 어지럽혀 군자(君子)를 무망(誣罔)하는 지경에 이르지 않았다.",니라,True,니라,Level2
당송팔대가문초소식3,173,667,其道始於至粗而極於至精하야 充乎天地하고 放乎四海하야 而毫釐有所必計하야 至寬而不可犯하고 至密而可樂者에 此其中은 必有所守어늘 而後世或未之見也니라,"그 도(道)가 지극히 거친 데서 시작하여 지극히 정밀한 데까지 이르러서 천지(天地)에 충만하고 사해(四海)에 도달하여, 털끝만 한 것도 반드시 따지는 바가 있어서 지극히 너그러우면서도 범할 수 없고 지극히 치밀하면서도 즐거울 수 있으니, 이는 그 마음속에 반드시 지키는 바가 있어 그러한 것인데, 후세에서는 이것을 알지 못하였다.",니라,True,니라,Level2
자치통감강목3,719,1638,況將之於軍에 如臂之於指하니 其爲劉氏與不爲劉氏를 非惟不當問이라 亦不必問也니라,"더구나 장수와 군졸의 관계는 팔과 손가락의 관계와 같으니, 유씨(劉氏)를 위하느냐 위하지 않느냐를 물어서는 안 될 뿐만 아니라, 또한 굳이 물을 필요가 없는 것이다.”",니라,True,니라,Level2
논어집주,1703,5386,冉求爲季氏聚斂하여 尤用事라 故로 夫子獨責之시니라,"염구(冉求)는 계씨(季氏)를 위하여 세금을 거두어들여, 더욱 일을 주도하였으므로, 부자(夫子)께서 홀로 그를 꾸짖으신 것이다.",니라,True,니라,Level2
당송팔대가문초왕안석2,23,91,將以爲天下法也라하니라,장차 이로써 천하(天下)가 행할 행위(行爲)의 준칙(準則)으로 삼으려 한 것이다.”라고 말씀하신 것이다.,니라,True,니라,Level2
당송팔대가문초한유3,36,217,好樂後進하야 及門接引하고 皆有恩意하니라,후진(後進)을 좋아하여 직접 문까지 나가 맞이하고 모두에게 은혜롭게 대하였다.,니라,True,니라,Level2
논어집주,1268,4138,故로 以此告之시니라,그러므로 이것으로 말씀해 주신 것이다.”,니라,True,니라,Level2
당송팔대가문초한유2,241,1140,非若此也니라,그렇지 않다.,니라,True,니라,Level2
주역전의(하),1607,4790,六三은 陰柔不中正하여 以居說極而與之爲應이라 故不能自主而其象如此하니라,육삼(六三)은 음유(陰柔)로 중정(中正)하지 못하면서 열(說)의 극(極)에 거하여 상구(上九)와 응(應)이 되기 때문에 스스로 주장하지 못하여 그 상(象)이 이와 같은 것이다.,니라,True,니라,Level2
당송팔대가문초소철2,41,228,然則雖衰周列國之彊家라도 猶有不及五十里者矣니라,그렇다면 비록 쇠락(衰落)한 주(周) 왕조(王朝) 때 열국(列國)의 강한 국가라 하더라도 오히려 5십 리가 되지 못한 나라가 있었다.,니라,True,니라,Level2
당송팔대가문초소철1,302,1981,蘇氏兄弟의 論罷侯置守處는 竝祖柳宗元之論而附益之요 而子由此論은 却亦跌宕하니 可以補柳子之不足이니라,"소씨(蘇氏) 형제(兄弟)가 제후(諸侯)를 없애고 군수(郡守)를 둔 것을 논한 부분은 모두 유종원(柳宗元)의 논(論)을 조종(祖宗)으로 하여 덧붙인 것인데, 자유(子由)의 이 〈시황론(始皇論)〉은 또한 문장이 격식에 얽매이지 않고 자유분방하니, 유자(柳子)의 부족한 점을 보완할 만하다.",니라,True,니라,Level2
당송팔대가문초소철2,364,1977,夫穀鄧之不書는 是楚之未通而不告也니라,곡(穀)나라와 등(鄧)나라를 멸한 사실이 《춘추(春秋)》에 적히지 않은 것은 곧 초(楚)나라를 통과하지 못한 관계로 보고해 오지 않았기 때문이다.,니라,True,니라,Level2
당송팔대가문초한유2,314,1528,又降霽雲하니 雲未應하니라,또 적이 남제운(南霽雲)에게 항복하라고 협박하니 남제운(南霽雲)이 아무 대답을 하지 않았다.,니라,False,니라,Level2
맹자집주,1735,5618,此章與上章은 蓋一時之言이니 所以發其末句未盡之意니라,"이 장(章)과 위 장(章)은 아마도 한 때의 말씀인 듯하니, 위 장(章) 말구(末句)의 미진(未盡)한 뜻을 발명(發明)한 것이다.",니라,False,니라,Level2
주역전의(상),164,841,當中에 爲兩大刻호되 相距一尺하며 大刻之西에 爲三小刻호되 相距各五寸許하며 下施橫足하여 側立案上이니라,"한 가운데에 두 대각(大刻)을 만들되 거리가 1척(尺)쯤 되게 하고, 대각(大刻)의 서쪽에 세 소각(小刻)을 만들되 거리가 각각 5촌(寸)쯤 되게 하며, 아래에는 가로댄 발을 달아서 상(牀) 위에 비스듬히 세워놓는다.",니라,False,니라,Level2
당송팔대가문초소철3,62,307,通篇이 如流風掣雲하니 擧子業中神解也니라,"전편의 문장이 마치 바람이 구름을 끌어당기는 것과 같으니, 거자업(擧子業)(과거 시험 공부) 중에 신묘한 문장이다.",니라,True,니라,Level2
당송팔대가문초소철2,41,217,於是에 千乘之賦는 自一成十里而出車一乘이니라,그래서 천승(千乘)의 부세(賦稅)는 1성(成)인 십 리로부터 병거(兵車) 1승(乘)을 내놓았다.,니라,False,니라,Level2
당송팔대가문초소식5,239,911,"天下曉然知天意與上合하야 庶幾復見至治之成하야 家給人足하고 刑措不用하야 如咸平, 景德間也하니라",천하(天下) 사람들이 하늘의 뜻이 성상(聖上)과 부합함을 분명히 알고는 행여 지극한 정치가 이루어져서 집집마다 사람마다 풍족하며 형벌을 버려두고 쓰지 아니하여 함평(咸平)과 경덕(景德) 연간과 같음을 다시 볼까 기대하였다.,니라,False,니라,Level2
당송팔대가문초한유1,349,1654,惠書 責以不能如信陵執轡者하니라,"주신 편지에, 신릉군(信陵君)이 친히 현사(賢士)를 위해 말고삐를 잡았던 것처럼 하지 않는다고 나를 꾸짖으셨습니다.",니라,False,니라,Level2
당송팔대가문초소철2,320,1757,雖後世之君이라도 猶得守其法度면 以爲無過니 惟無暴君이면 則天下可安이니라,"비록 후세의 임금이라 하더라도 오히려 그 법도를 지키면 과오가 없게 되니, 포학한 임금이 없으면 천하가 편안할 수 있다.",니라,True,니라,Level2
시경집전(하),342,759,且其爲幽王詩도 亦未有所考也니라,그리고 유왕(幽王)의 시(詩)가 된다는 것도 또한 분명한 근거가 있지 못하다.,니라,False,니라,Level2
자치통감강목8,2133,2959,帝曰 必無是니 但汝曹共妒之耳니라,"황제가 말하기를 “반드시 이런 일이 없을 것이니, 다만 너희들이 함께 양상을 질투할 뿐이다.” 하였다.",니라,True,니라,Level2
당송팔대가문초소철2,140,802,故로 度卒逐去하고 而异鏄皆相하니라,"그러므로 배도(裴度)는 결국 쫓겨갔고, 정이(程异)와 황보단(皇甫鏄)은 모두 정승이 되었다.",니라,True,니라,Level2
주역전의(상),1692,5041,故其象占如此하니라,그러므로 그 상(象)과 점(占)이 이와 같은 것이다.,니라,True,니라,Level2
서경집전(상),309,1840,華山은 卽太華니 見導山하고 黑水는 見導水하니라,"화산(華山)은 곧 태화산(太華山)이니 도산(導山)에 보이고, 흑수(黑水)는 도수(導水)에 보인다.",니라,True,니라,Level2
주역전의(하),64,211,天地之道는 恒久而不已也니라,천지(天地)의 도(道)는 항구(恒久)하여 그치지 않는다.,니라,True,니라,Level2
당송팔대가문초소철2,204,1179,其後崇璟旣歿하니 玄宗愈老愈輕蔑群臣이니라,"그 뒤에 요숭(姚崇)과 송경(宋璟)이 이미 죽고 나니, 현종(玄宗)은 늙으면 늙을수록 더욱 신하들을 경멸하였다.",니라,True,니라,Level2
당송팔대가문초한유3,331,1864,旣而私其人觀公之所爲以告한대 曰公無爲라하니 惟恭喜하야 知公之無害己也하고 委心焉하니라,"이윽고 등유공(鄧惟恭)은 은밀히 자기 사람에게 동공(董公)이 하는 일을 감시해 보고하게 하였는데, 그 사람이 “동공은 하는 일이 없습니다.”라고 보고하니, 등유공(鄧惟恭)은 기뻐하면서 동공(董公)이 자기를 해칠 마음이 없음을 알고 마음을 기울였다.",니라,True,니라,Level2
당송팔대가문초유종원2,78,326,今刺史馮公作大門以表其位하고 余遂周延四阿하여 環以廊廡하고 繢二大士之像하여 繒蓋幢幡하여 以成就之하니라,"지금의 자사(刺史) 풍공(馮公)은 대문을 세워 그 위치를 표시하였고, 나는 주변 네 모퉁이를 이어 복도로 만들어 그 가장자리를 에워쌌으며, 그곳에 두 대사(大士)의 초상을 그려 비단으로 된 깃발로 가려 덮음으로써 작업을 마무리하였다.",니라,True,니라,Level2
당송팔대가문초한유3,129,779,長慶元年에 改右散騎常侍라가 二年而爲(州)［尙］書左丞하니라,"장경(長慶) 원년(821)에 우산기상시(右散騎常侍)에 개수(改授)되었다가, 장경(長慶) 2년(822)에 상서좌승(尙書左丞)이 되었다.",니라,True,니라,Level2
당송팔대가문초소철2,302,1623,惟其所欲爲而無所不可니 此所謂爲治之地也니라,"오직 하고 싶은 일에 불가할 것이 없었으니, 이것이 이른바 ‘다스릴 수 있는 지반’이다.",니라,True,니라,Level2
자치통감강목11,570,1932,若都護思負一意하고 君與公琰이 推心從事하면 否可復通이요 逝可復還也니라,"만약 도호(都護)(이평)가 지은 죄를 후회하여 한마음으로 국가를 위하고, 그대가 공염(公琰)(장완(蔣琬))과 함께 진심을 다하여 종사(從事)한다면, 막힌 것이 다시 서로 통할 수 있고 지나간 일을 되돌릴 수 있을 것이다.”",니라,True,니라,Level2
당송팔대가문초한유3,2,10,卽以其年營廟於京師崇化里하니라,즉시 그해에 경사(京師)의 숭화리(崇化里)에 묘우(廟宇)를 영건(營建)하였다.,니라,True,니라,Level2
주역전의(하),1079,3268,卦辭云 不喪匕鬯은 本謂誠敬之至하여 威懼不能使之自失이어늘 彖엔 以長子宜如是라하니 因承上文用長子之義하여 通解之하니라,"괘사(卦辭)에 “숟가락과 울창주(鬱鬯酒)를 잃지 않는다.”는 것은 본래 정성과 공경이 지극하여 위엄과 두려움이 스스로 잃게 하지 못함을 말한 것인데, ˂단전(彖傳)˃에는 장자(長子)는 마땅히 이와 같이 하여야 한다고 하였으니, 이는 상문(上文)을 이어 장자(長子)의 뜻을 써서 통틀어 해석한 것이다.",니라,True,니라,Level2
논어집주,25,123,學者所當深戒也니라,배우는 자들이 마땅히 깊이 경계해야 할 것이다.,니라,True,니라,Level2
맹자집주,984,3409,盖權而得中이면 則不離於正矣니라,저울질하여 중도(中道)에 맞으면 올바름에서 이탈되지 않는다.,니라,False,니라,Level2
자치통감강목9,1573,2281,群臣이 初無是言也니라,여러 신하들 중에는 애당초 이런 말을 하는 자가 없었다.” 하였다.,니라,True,니라,Level2
시경집전(상),2223,5122,取妻如何오 匪媒不得이니라,아내를 얻으려면 어찌해야 하는가 중매가 아니면 얻지 못하느니라,니라,True,니라,Level2
주역전의(하),428,1280,曰在蹇而往則蹇也요 蹇終則變矣라 故上已有碩義하니라,건(蹇)에 있어서 가면 어렵고 건(蹇)이 끝나면 변하므로 상효(上爻)는 이미 너그러운 뜻이 있는 것이다.,니라,True,니라,Level2
자치통감강목8,10,14,而反游京師長者하여 用氣自行하여 多所陵折하니 其敗必也라하니라,"도리어 경사의 장자(長者)들과 교유하면서 힘을 쓰고 멋대로 행동하여 남을 능멸하고 무시하는 일이 많으니, 실패할 것이 틀림없다.” 하였다.",니라,True,니라,Level2
당송팔대가문초한유3,167,986,留一歲하야 再奏自監察御史至殿中侍御史하니라,머문 지 1년 만에 노종사는 재차 상주(上奏)하여 공군을 감찰어사(監察御史)에서 전중시어사(殿中侍御史)에 이르게 하였다.,니라,True,니라,Level2
서경집전(하),674,2611,成王卽政한대 奄與淮夷又叛이어늘 成王滅奄歸하여 作此篇하니라,"성왕(成王)이 정사에 나아가자, 엄(奄)나라와 회이(淮夷)가 다시 반하므로 성왕(成王)이 엄(奄)나라를 멸하고 돌아와 이 편을 지었다.",니라,True,니라,Level2
